date,unit_id,unit_age_years,outdoor_temp_f,return_air_temp_f,supply_air_temp_f,delta_t_f,suction_pressure_psig,head_pressure_psig,compressor_amps,vibration_ips,filter_pressure_drop_inwc,runtime_hours,energy_kwh,failure_next_7_days
2026-04-17,RTU-02,3,87.4,77.5,60.8,16.7,121.4,253.2,20.3,0.159,0.5,9.8,56.1,0
2026-04-18,RTU-02,3,73.6,74.0,54.5,19.5,140.2,347.1,18.4,0.342,0.79,10.0,48.9,0
2026-04-19,RTU-02,3,66.6,74.3,53.9,20.4,118.1,301.7,21.0,0.06,0.47,10.0,49.9,0
2026-04-20,RTU-02,3,65.6,77.0,57.2,19.8,122.0,399.7,16.8,0.169,0.71,7.3,34.9,0
2026-04-21,RTU-02,3,72.5,77.6,64.2,13.5,117.8,368.0,23.0,0.296,0.63,6.4,32.6,0
2026-04-22,RTU-02,3,84.8,70.0,50.3,19.7,137.1,397.8,19.6,0.189,0.19,10.4,57.6,0
2026-04-23,RTU-02,3,91.0,76.0,58.5,17.5,139.1,414.3,18.9,0.319,0.55,13.2,77.4,0
2026-04-24,RTU-02,3,62.4,76.6,56.5,20.1,132.6,363.1,13.7,0.259,0.62,6.2,28.7,0
2026-04-25,RTU-02,3,69.5,73.8,55.0,18.9,134.3,324.9,20.1,0.371,0.96,12.3,61.2,0
2026-04-26,RTU-02,3,75.1,74.6,53.4,21.2,113.0,350.2,16.9,0.184,0.66,9.6,46.4,0
2026-04-27,RTU-02,3,70.2,76.8,54.2,22.6,125.8,337.6,17.3,0.177,0.84,10.8,52.0,0
2026-04-28,RTU-02,3,92.6,72.3,55.0,17.3,117.8,417.8,23.3,0.212,0.51,9.1,56.3,0
2026-04-29,RTU-02,3,84.5,77.5,56.8,20.6,111.2,387.2,22.8,0.225,0.54,9.8,55.4,0
2026-04-30,RTU-02,3,71.9,70.7,52.7,18.0,143.2,338.5,17.4,0.401,0.33,5.2,24.9,0
2026-01-01,RTU-03,12,107.4,77.4,56.4,21.0,133.6,424.9,18.4,0.391,0.54,14.6,106.0,0
2026-01-02,RTU-03,12,100.4,71.8,51.8,20.1,138.5,436.2,16.0,0.556,0.53,12.3,82.8,1
2026-01-03,RTU-03,12,108.3,71.6,58.9,12.7,145.0,421.5,20.0,0.45,0.69,18.0,132.7,0
2026-01-04,RTU-03,12,78.8,71.8,51.2,20.6,133.4,382.6,17.8,0.536,0.61,11.1,61.3,0
2026-01-05,RTU-03,12,74.1,74.7,64.8,10.0,132.0,428.8,21.3,0.323,0.71,9.6,52.4,1
2026-01-06,RTU-03,12,84.1,73.4,57.0,16.4,133.8,319.0,19.3,0.528,0.89,9.9,58.7,0
2026-01-07,RTU-03,12,64.4,76.2,63.8,12.5,124.3,343.4,22.9,0.266,0.59,8.4,46.4,0
2026-01-08,RTU-03,12,95.6,72.5,53.6,18.9,121.9,426.3,20.0,0.484,0.72,12.9,85.3,1
2026-01-09,RTU-03,12,77.4,72.8,55.8,17.0,92.6,376.3,23.1,0.432,0.37,10.2,57.9,0
2026-01-10,RTU-03,12,48.8,71.5,54.5,17.0,123.2,412.1,20.5,0.465,0.72,11.3,61.0,1
2026-01-11,RTU-03,12,75.1,69.0,49.9,19.2,114.6,342.8,21.8,0.445,0.76,13.3,73.2,0
2026-01-12,RTU-03,12,95.4,72.1,53.7,18.4,123.1,401.6,15.3,0.423,0.63,9.4,59.9,0
2026-01-13,RTU-03,12,53.1,73.9,57.8,16.1,103.0,415.8,18.6,0.382,0.14,8.5,45.3,0
2026-01-14,RTU-03,12,72.4,76.8,61.5,15.3,136.6,287.9,21.3,0.526,0.48,9.2,50.4,1
2026-01-15,RTU-03,12,100.0,73.2,58.8,14.4,120.9,371.5,18.4,0.496,0.48,11.4,77.8,1
2026-01-16,RTU-03,12,78.5,72.7,54.7,18.0,134.5,412.1,19.4,0.351,0.45,12.9,71.7,0
2026-01-17,RTU-03,12,94.6,78.8,62.2,16.6,135.2,389.6,21.2,0.423,0.54,11.3,74.7,0
2026-01-18,RTU-03,12,86.6,74.8,60.0,14.8,146.2,364.0,21.3,0.451,0.71,12.8,78.5,1
2026-01-19,RTU-03,12,90.9,78.1,61.7,16.3,130.1,368.2,18.7,0.484,1.17,10.4,65.3,0
2026-01-20,RTU-03,12,92.6,74.0,52.6,21.3,113.4,338.3,20.0,0.453,0.69,10.4,66.9,0
2026-01-21,RTU-03,12,78.4,66.7,51.6,15.2,123.9,384.7,23.6,0.329,0.88,11.2,64.8,0
2026-01-22,RTU-03,12,76.4,73.5,53.7,19.8,120.1,346.4,22.5,0.339,0.65,10.5,59.0,0
2026-01-23,RTU-03,12,99.8,80.9,60.9,20.0,113.4,423.1,18.7,0.526,0.47,14.8,100.7,0
2026-01-24,RTU-03,12,58.7,72.3,58.4,13.9,148.9,378.5,20.8,0.527,0.61,7.9,42.8,0
2026-01-25,RTU-03,12,57.6,77.8,63.9,13.9,129.2,396.2,20.4,0.432,0.68,7.1,38.7,0
2026-01-26,RTU-03,12,97.3,74.6,62.4,12.2,101.8,391.8,21.3,0.53,1.02,9.3,63.1,1
2026-01-27,RTU-03,12,86.7,70.2,53.5,16.7,141.2,404.9,17.4,0.449,0.71,10.8,64.3,0
2026-01-28,RTU-03,12,77.7,75.7,60.3,15.4,130.5,353.4,17.0,0.355,0.33,10.9,58.7,0
2026-01-29,RTU-03,12,82.3,77.6,60.3,17.2,108.1,349.2,23.6,0.346,0.64,9.1,54.5,0
2026-01-30,RTU-03,12,85.1,71.1,56.7,14.3,111.6,359.8,23.3,0.317,0.89,15.8,97.7,1
2026-01-31,RTU-03,12,64.7,70.2,54.8,15.4,123.0,407.1,21.3,0.333,0.6,5.0,27.2,0
2026-02-01,RTU-03,12,100.5,76.4,56.3,20.1,109.0,383.0,25.2,0.376,0.09,11.3,81.5,0
2026-02-02,RTU-03,12,91.5,75.8,56.5,19.3,121.9,364.8,20.6,0.414,0.62,11.0,70.6,0
2026-02-03,RTU-03,12,69.0,75.5,61.8,13.7,120.3,363.3,19.1,0.451,0.6,10.7,57.4,1
2026-02-04,RTU-03,12,73.2,68.9,50.4,18.5,128.2,375.4,19.8,0.417,0.69,4.4,23.8,0
2026-02-05,RTU-03,12,90.5,73.2,55.7,17.5,116.0,367.7,20.7,0.413,0.6,11.3,71.6,0
2026-02-06,RTU-03,12,85.6,78.1,60.0,18.1,125.6,335.8,23.7,0.42,0.67,12.2,75.9,0
2026-02-07,RTU-03,12,74.2,71.4,50.3,21.1,141.9,347.6,18.3,0.239,0.38,10.6,56.2,0
2026-02-08,RTU-03,12,81.8,69.4,53.3,16.1,141.6,360.2,17.5,0.391,0.48,10.9,62.2,0
2026-02-09,RTU-03,12,78.2,71.0,55.0,15.9,138.1,312.6,18.0,0.416,0.66,10.6,58.4,0
2026-02-10,RTU-03,12,74.7,76.1,61.8,14.4,129.4,412.9,19.9,0.314,0.4,10.2,55.2,0
2026-02-11,RTU-03,12,90.4,74.5,59.9,14.5,137.8,340.8,19.1,0.45,0.24,10.8,67.6,0
2026-02-12,RTU-03,12,65.5,73.1,50.8,22.3,120.3,424.5,21.3,0.336,0.65,9.0,49.4,0
2026-02-13,RTU-03,12,80.9,78.2,58.9,19.4,125.5,422.3,20.1,0.488,0.58,8.1,46.4,0
2026-02-14,RTU-03,12,77.0,74.4,59.1,15.4,120.2,352.4,20.6,0.398,0.8,9.5,52.5,0
2026-02-15,RTU-03,12,75.6,78.7,66.8,11.9,136.2,335.7,22.2,0.499,0.48,12.3,68.0,0
2026-02-16,RTU-03,12,88.0,69.8,46.5,23.4,133.3,399.5,23.3,0.354,0.64,10.9,69.0,0
2026-02-17,RTU-03,12,70.7,69.8,54.4,15.4,,365.0,21.4,0.459,0.78,9.9,54.1,1
2026-02-18,RTU-03,12,85.3,74.3,57.7,16.6,132.8,363.0,24.8,0.49,0.8,14.6,91.1,1
2026-02-19,RTU-03,12,73.1,71.2,50.3,20.9,122.9,370.7,18.2,0.458,0.53,10.6,56.3,0
2026-02-20,RTU-03,12,87.1,71.2,50.3,20.9,123.4,382.0,21.1,0.3,0.67,9.0,55.4,0
2026-02-21,RTU-03,12,70.3,75.5,55.7,19.9,127.1,309.8,17.4,0.365,0.83,6.3,33.4,0
2026-02-22,RTU-03,12,72.4,72.4,58.4,14.0,113.0,364.2,18.7,0.536,0.72,5.2,27.5,0
2026-02-23,RTU-03,12,67.0,78.2,66.6,11.6,126.1,351.2,21.8,0.555,0.55,12.2,66.9,0
2026-02-24,RTU-03,12,84.9,73.2,58.0,15.3,120.2,399.7,19.6,0.426,0.66,13.4,80.0,0
2026-02-25,RTU-03,12,86.4,72.9,53.9,19.0,113.8,342.0,17.3,0.468,0.57,9.3,55.1,0
2026-02-26,RTU-03,12,88.2,71.8,55.3,16.6,143.6,362.7,21.3,0.458,0.67,9.3,58.3,1
2026-02-27,RTU-03,12,69.5,71.3,54.7,16.7,113.6,365.2,19.9,0.481,0.6,6.6,35.6,0
2026-02-28,RTU-03,12,82.9,73.9,56.1,17.8,126.8,380.4,18.5,0.492,0.89,7.6,43.9,0
2026-03-01,RTU-03,12,63.4,73.4,51.6,21.8,127.6,408.7,15.5,0.465,0.46,9.1,47.1,0
2026-03-02,RTU-03,12,75.0,75.1,57.6,17.5,128.2,391.0,23.0,0.371,0.62,5.7,31.8,0
2026-03-03,RTU-03,12,82.5,78.0,62.1,15.9,106.9,340.6,21.9,0.402,0.53,10.8,64.2,0
2026-03-04,RTU-03,12,80.7,74.8,58.4,16.4,126.8,366.2,20.7,0.305,0.65,11.2,64.4,0
2026-03-05,RTU-03,12,90.5,76.1,59.8,16.3,122.9,433.3,21.3,0.343,0.78,11.2,71.3,0
2026-03-06,RTU-03,12,80.7,70.4,53.8,16.6,130.0,388.2,17.9,0.277,0.85,13.9,78.4,0
2026-03-07,RTU-03,12,68.9,74.2,56.9,17.2,122.8,317.2,22.0,0.433,0.67,12.6,69.0,0
2026-03-08,RTU-03,12,74.5,73.6,56.8,16.9,131.4,367.3,23.9,0.259,0.67,11.1,62.1,0
2026-03-09,RTU-03,12,66.7,74.1,56.8,17.3,106.8,341.1,20.5,0.33,0.37,7.9,43.1,0
2026-03-10,RTU-03,12,70.0,71.5,55.2,16.4,117.8,319.2,15.1,0.424,0.68,6.4,32.7,0
2026-03-11,RTU-03,12,74.8,77.9,64.8,13.1,120.0,299.7,20.8,0.388,0.62,9.0,49.0,0
2026-03-12,RTU-03,12,89.9,76.1,61.7,14.4,140.3,354.5,18.9,0.422,0.68,12.0,75.0,0
2026-03-13,RTU-03,12,75.9,70.3,49.6,20.8,122.1,278.2,17.5,0.323,0.53,12.5,66.7,0
2026-03-14,RTU-03,12,45.6,71.4,50.8,20.5,121.8,,22.5,0.487,0.49,9.4,52.1,0
2026-03-15,RTU-03,12,75.3,72.7,56.0,16.7,128.3,328.3,18.1,0.387,0.6,10.5,55.9,0
2026-03-16,RTU-03,12,86.1,72.0,57.4,14.6,142.6,367.9,19.9,0.405,0.44,7.8,47.2,0
2026-03-17,RTU-03,12,82.9,71.2,57.1,14.1,121.6,341.4,17.8,0.37,0.56,10.0,57.9,0
2026-03-18,RTU-03,12,72.0,71.6,51.5,20.1,110.0,372.7,20.9,0.39,0.87,6.7,36.4,0
2026-03-19,RTU-03,12,100.1,72.4,54.5,18.0,123.9,459.2,21.0,0.316,0.3,10.5,73.1,0
2026-03-20,RTU-03,12,76.9,77.0,57.3,19.7,118.1,314.7,17.4,0.341,0.53,10.0,53.6,0
2026-03-21,RTU-03,12,68.4,74.9,57.5,17.4,111.5,376.4,24.7,0.42,0.06,9.6,54.3,0
2026-03-22,RTU-03,12,69.6,74.3,61.5,12.8,100.2,413.9,23.1,0.578,0.67,14.2,78.9,1
2026-03-23,RTU-03,12,73.4,73.0,55.4,17.6,114.9,301.6,20.2,0.331,0.02,7.5,40.5,0
2026-03-24,RTU-03,12,64.7,75.6,57.8,17.7,155.0,355.2,19.6,0.455,0.6,10.5,56.6,0
2026-03-25,RTU-03,12,62.8,75.9,61.8,14.1,132.3,373.0,18.2,0.429,0.32,6.1,32.5,0
2026-03-26,RTU-03,12,75.2,73.2,55.1,18.1,129.7,413.5,19.9,0.496,0.75,9.2,49.7,1
2026-03-27,RTU-03,12,76.5,77.1,59.1,18.0,140.4,385.1,15.3,0.43,0.63,8.2,43.1,0
2026-03-28,RTU-03,12,76.4,76.2,58.2,18.0,138.2,306.1,20.7,0.381,0.56,5.5,30.4,0
2026-03-29,RTU-03,12,84.5,71.4,54.1,17.3,122.9,366.1,13.1,0.455,0.54,9.8,54.9,0
2026-03-30,RTU-03,12,89.1,73.2,59.0,14.2,128.0,382.5,22.5,0.365,0.85,12.2,77.3,0
2026-03-31,RTU-03,12,61.9,73.8,57.0,16.9,128.9,356.8,21.9,0.379,0.19,6.4,35.1,0
2026-04-01,RTU-03,12,53.9,76.6,62.1,14.6,142.0,389.5,22.8,0.415,0.42,9.6,53.3,1
2026-04-02,RTU-03,12,70.5,73.6,53.7,19.9,133.8,357.2,15.8,0.349,0.72,9.3,48.1,0
2026-04-03,RTU-03,12,60.0,74.5,60.1,14.4,113.5,383.5,22.2,0.34,,4.8,26.7,0
2026-04-04,RTU-03,12,76.0,75.9,60.5,15.4,106.7,419.2,22.5,0.312,0.61,9.2,51.4,1
2026-04-05,RTU-03,12,87.0,73.6,52.2,21.4,128.3,356.0,22.3,0.408,0.69,11.5,71.6,0
2026-04-06,RTU-03,12,84.0,70.4,49.7,20.6,128.4,394.9,16.0,0.485,0.47,7.8,44.9,0
2026-04-07,RTU-03,12,77.2,74.0,57.3,16.7,137.7,413.0,23.1,0.219,0.39,7.0,39.9,0
2026-04-08,RTU-03,12,63.7,75.0,59.3,15.7,119.1,366.4,16.1,0.333,0.47,7.5,39.0,0
2026-04-09,RTU-03,12,78.9,76.3,61.2,15.1,121.9,348.5,19.4,0.422,0.31,12.9,72.4,0
2026-04-10,RTU-03,12,98.3,73.3,56.2,17.1,139.1,385.3,22.4,0.439,1.04,11.2,77.3,0
2026-04-11,RTU-03,12,54.3,74.0,54.4,19.6,117.2,351.9,21.2,0.323,0.43,5.7,31.1,0
2026-04-12,RTU-03,12,92.1,70.1,53.5,16.6,143.1,398.2,19.6,0.276,0.88,14.6,93.6,0
2026-04-13,RTU-03,12,60.3,70.0,53.5,16.5,121.8,416.6,19.8,0.379,0.38,11.7,63.2,0
2026-04-14,RTU-03,12,68.2,74.0,63.1,11.0,106.9,356.1,20.1,0.381,0.55,7.2,39.1,0
2026-04-15,RTU-03,12,77.8,75.1,59.8,15.3,136.0,365.5,22.9,0.515,0.35,10.3,59.0,0
2026-04-16,RTU-03,12,87.8,77.6,61.4,16.2,132.7,371.5,16.7,0.484,1.05,6.7,40.2,0
2026-04-17,RTU-03,12,74.1,77.4,58.1,19.3,104.2,287.7,15.0,0.452,0.63,2.9,15.0,0
2026-04-18,RTU-03,12,84.0,73.1,53.6,19.5,110.9,408.1,18.6,0.543,0.43,10.4,61.3,0
2026-04-19,RTU-03,12,78.7,75.2,61.4,13.8,124.6,364.8,18.9,0.432,0.35,9.6,53.2,0
2026-04-20,RTU-03,12,69.0,77.6,56.9,20.7,140.2,343.8,21.9,0.409,0.58,8.3,45.4,0
2026-04-21,RTU-03,12,99.1,75.9,59.6,16.3,127.4,416.8,19.6,0.475,0.51,15.0,102.6,0
2026-04-22,RTU-03,12,50.5,79.2,59.6,19.6,143.4,336.6,20.1,0.503,0.68,7.7,41.8,0
2026-04-23,RTU-03,12,97.6,73.5,61.2,12.4,113.6,432.7,18.1,0.459,,9.3,62.0,1
2026-04-24,RTU-03,12,84.2,70.9,55.4,15.5,113.4,349.7,22.0,0.352,0.62,11.8,71.5,0
2026-04-25,RTU-03,12,92.7,77.8,60.7,17.1,109.4,379.4,17.8,0.447,0.55,9.9,62.7,0
2026-04-26,RTU-03,12,73.6,71.6,52.4,19.1,122.9,349.0,19.5,0.346,0.51,7.7,41.5,0
2026-04-27,RTU-03,12,65.6,77.4,61.3,16.1,118.4,313.0,21.7,0.316,0.55,7.0,38.1,0
2026-04-28,RTU-03,12,87.8,75.2,62.0,13.2,135.8,346.7,18.0,0.369,0.58,13.2,80.3,0
2026-04-29,RTU-03,12,93.3,70.6,55.4,15.2,128.0,373.0,21.7,0.473,0.82,15.8,104.1,1
2026-04-30,RTU-03,12,97.9,77.7,62.0,15.7,136.2,359.8,17.9,0.453,0.22,8.1,54.0,1
2026-01-01,RTU-04,3,78.7,73.0,56.0,17.0,108.1,397.9,15.4,0.18,0.96,9.6,56.1,0
2026-01-02,RTU-04,3,80.1,70.1,55.9,14.3,119.7,328.6,19.4,0.304,0.87,11.1,67.7,0
2026-01-03,RTU-04,3,66.1,72.4,57.2,15.2,110.1,418.3,19.2,0.247,0.66,8.1,47.2,0
2026-01-04,RTU-04,3,91.4,75.0,59.6,15.4,123.9,384.8,19.7,0.274,0.73,9.3,63.0,0
2026-01-05,RTU-04,3,80.2,81.3,65.8,15.5,116.6,391.3,18.2,0.336,0.6,7.9,47.7,0
2026-01-06,RTU-04,3,69.0,73.0,55.7,17.3,115.0,356.2,16.7,0.325,0.73,7.2,40.7,0
2026-01-07,RTU-04,3,68.9,77.2,55.7,21.5,,395.2,19.2,0.262,0.68,9.4,54.5,0
2026-01-08,RTU-04,3,91.2,77.7,64.5,13.1,123.4,314.6,18.3,0.073,0.74,14.2,95.5,0
2026-01-09,RTU-04,3,72.8,74.8,59.6,15.2,112.0,317.9,18.7,0.218,0.49,7.2,41.4,0
2026-01-10,RTU-04,3,89.6,74.2,55.5,18.6,128.2,320.5,19.1,0.236,0.57,14.1,93.9,0
2026-01-11,RTU-04,3,75.4,73.6,57.5,16.2,93.6,311.1,19.2,0.352,0.11,6.8,39.4,0
2026-01-12,RTU-04,3,83.2,72.9,56.9,16.1,140.0,394.2,21.6,0.228,0.83,12.0,76.9,0
2026-01-13,RTU-04,3,91.6,74.3,59.0,15.3,104.4,386.9,20.8,0.321,0.72,10.8,74.4,0
2026-01-14,RTU-04,3,66.9,71.4,50.9,20.5,124.0,358.2,21.4,0.345,0.75,10.8,63.6,0
2026-01-15,RTU-04,3,87.2,76.0,61.8,14.2,124.6,345.6,21.2,0.354,0.61,8.6,56.9,0
2026-01-16,RTU-04,3,86.5,74.1,57.6,16.5,133.4,307.8,21.8,0.208,0.6,13.0,85.6,0
2026-01-17,RTU-04,3,73.0,76.8,58.8,18.0,128.7,355.8,19.8,0.176,0.55,10.5,61.1,0
2026-01-18,RTU-04,3,67.2,74.7,52.7,22.0,119.5,393.8,21.2,0.169,0.34,4.4,25.9,0
2026-01-19,RTU-04,3,76.9,72.4,53.6,18.8,115.5,,18.3,0.246,0.55,6.3,36.7,0
2026-01-20,RTU-04,3,78.6,76.6,58.9,17.8,150.6,315.8,17.4,0.314,0.83,10.0,59.2,0
2026-01-21,RTU-04,3,65.9,72.0,53.4,18.6,140.8,344.5,18.4,0.221,0.81,13.1,75.1,0
2026-01-22,RTU-04,3,78.4,74.1,53.1,21.0,119.8,441.7,23.3,0.255,0.91,13.7,85.3,1
2026-01-23,RTU-04,3,96.6,75.8,56.9,18.9,132.3,400.9,19.5,0.368,0.64,5.9,41.8,0
2026-01-24,RTU-04,3,91.7,75.3,52.9,22.4,121.0,330.3,19.8,0.282,0.76,12.0,81.7,0
2026-01-25,RTU-04,3,87.1,76.0,55.8,20.2,124.2,325.6,15.1,0.224,0.23,16.2,102.4,0
2026-01-26,RTU-04,3,73.4,74.3,58.4,15.9,130.4,,17.4,0.246,0.58,6.0,34.1,0
2026-01-27,RTU-04,3,80.6,75.4,58.7,16.7,107.8,340.9,17.8,0.35,0.58,6.4,38.7,0
2026-01-28,RTU-04,3,97.8,73.2,59.6,13.6,121.7,387.9,20.6,0.314,0.79,13.2,95.3,0
2026-01-29,RTU-04,3,80.5,80.7,62.8,17.9,117.6,364.9,19.3,0.106,0.66,9.3,57.0,0
2026-01-30,RTU-04,3,77.7,71.3,51.3,20.0,138.3,374.6,15.1,0.304,0.24,7.3,42.1,0
2026-01-31,RTU-04,3,88.4,75.1,54.1,21.0,132.6,306.1,18.9,0.262,0.6,12.1,79.8,0
2026-02-01,RTU-04,3,65.6,73.0,49.4,23.6,111.3,383.0,20.5,0.191,0.58,14.5,85.1,0
2026-02-02,RTU-04,3,67.9,68.1,48.5,19.5,139.7,375.9,24.2,0.32,0.78,8.4,50.9,0
2026-02-03,RTU-04,3,45.0,70.5,55.7,14.8,112.9,349.1,20.9,0.3,0.6,10.0,58.6,0
2026-02-04,RTU-04,3,87.4,69.7,53.8,15.9,126.1,400.5,16.7,0.264,0.34,11.5,73.8,0
2026-02-05,RTU-04,3,80.9,70.6,51.9,18.7,141.6,323.4,20.8,0.222,0.7,6.6,41.2,0
2026-02-06,RTU-04,3,79.9,75.7,56.7,19.0,129.9,366.8,17.0,0.352,0.69,5.4,32.0,0
2026-02-07,RTU-04,3,93.8,74.3,57.2,17.2,125.4,435.5,21.9,0.346,0.66,11.6,81.5,0
2026-02-08,RTU-04,3,68.0,73.6,61.0,12.6,106.0,336.8,20.4,0.212,0.5,10.3,60.5,0
2026-02-09,RTU-04,3,71.3,76.9,59.1,17.8,134.0,381.6,19.1,0.334,0.81,12.1,69.9,0
2026-02-10,RTU-04,3,79.8,76.1,59.5,16.7,117.8,365.9,22.0,0.169,0.41,9.9,61.7,0
2026-02-11,RTU-04,3,73.9,77.7,60.3,17.4,121.6,416.8,20.4,0.222,0.55,4.9,28.9,0
2026-02-12,RTU-04,3,95.4,70.4,57.5,12.9,144.2,363.2,21.0,0.271,0.54,11.1,78.6,0
2026-02-13,RTU-04,3,97.0,73.0,53.3,19.7,111.3,440.1,21.2,0.287,0.48,8.3,60.0,0
2026-02-14,RTU-04,3,86.5,74.4,61.2,13.2,131.1,403.1,18.2,0.213,0.57,16.7,107.5,0
2026-02-15,RTU-04,3,75.9,70.9,52.7,18.2,122.8,344.7,19.3,0.143,0.6,7.1,41.8,0
2026-02-16,RTU-04,3,80.9,76.8,58.8,18.0,137.9,350.5,18.9,0.258,0.75,10.6,65.2,0
2026-02-17,RTU-04,3,79.6,75.5,59.9,15.6,114.0,320.2,18.9,0.362,0.38,6.7,40.8,0
2026-02-18,RTU-04,3,88.9,73.0,57.9,15.2,133.9,343.2,15.5,0.239,0.77,7.3,47.1,0
2026-02-19,RTU-04,3,82.8,70.2,54.7,15.5,125.4,346.1,23.3,0.167,0.45,10.9,70.7,0
2026-02-20,RTU-04,3,70.5,78.8,63.8,15.1,131.7,316.1,16.6,0.135,0.35,2.3,13.3,0
2026-02-21,RTU-04,3,76.4,70.4,53.9,16.5,142.4,406.5,20.2,0.318,0.95,8.3,49.3,0
2026-02-22,RTU-04,3,85.7,71.2,53.5,17.7,115.9,336.5,17.1,0.151,0.41,6.7,42.4,0
2026-02-23,RTU-04,3,99.6,75.6,62.3,13.3,128.4,,20.5,0.236,0.96,13.8,101.1,0
2026-02-24,RTU-04,3,79.8,73.7,53.1,20.6,131.7,284.6,17.9,0.404,0.5,5.1,30.5,0
2026-02-25,RTU-04,3,97.4,76.0,57.5,18.5,134.2,408.1,18.4,0.229,0.47,11.3,80.5,0
2026-02-26,RTU-04,3,92.9,77.0,55.4,21.6,126.9,339.9,19.1,0.211,0.26,11.2,76.8,0
2026-02-27,RTU-04,3,77.1,72.1,57.5,14.6,127.4,425.4,22.0,0.317,0.69,7.8,47.2,0
2026-02-28,RTU-04,3,56.3,71.6,53.4,18.1,139.8,429.1,19.4,0.132,0.58,8.2,47.3,0
2026-03-01,RTU-04,3,86.1,74.2,58.0,16.2,121.9,390.3,15.1,0.24,,10.3,64.4,0
2026-03-02,RTU-04,3,73.2,78.2,61.4,16.8,118.3,353.6,19.5,0.352,0.49,11.7,68.1,0
2026-03-03,RTU-04,3,68.4,75.3,54.5,20.8,127.1,375.2,23.3,0.365,0.55,6.1,36.5,0
2026-03-04,RTU-04,3,91.1,75.0,58.1,16.9,125.2,377.1,19.1,0.217,0.69,12.8,86.8,0
2026-03-05,RTU-04,3,80.1,72.5,52.0,20.5,114.2,381.0,17.0,0.327,0.47,4.8,28.7,0
2026-03-06,RTU-04,3,78.7,76.4,55.4,21.0,120.7,378.3,20.7,0.258,0.35,6.3,38.7,0
2026-03-07,RTU-04,3,73.3,78.1,58.8,19.3,,326.0,20.9,0.497,0.72,7.6,44.7,0
2026-03-08,RTU-04,3,86.7,73.2,56.3,16.9,,361.0,18.6,0.245,0.55,9.6,62.3,0
2026-03-09,RTU-04,3,78.9,77.8,59.9,18.0,151.5,372.3,18.4,0.373,0.58,9.9,59.1,0
2026-03-10,RTU-04,3,78.0,78.0,62.5,15.5,121.0,404.4,20.2,0.251,0.45,8.8,52.9,0
2026-03-11,RTU-04,3,77.6,72.2,56.5,15.7,113.1,392.7,20.9,0.34,0.56,7.6,45.6,0
2026-03-12,RTU-04,3,75.3,69.4,53.0,16.5,,407.6,18.6,0.134,0.66,11.4,65.8,0
2026-03-13,RTU-04,3,71.3,72.3,52.7,19.5,127.7,353.1,16.7,0.251,0.61,7.5,42.4,0
2026-03-14,RTU-04,3,79.9,68.0,45.7,22.3,109.3,291.2,19.4,0.128,0.42,7.5,45.6,0
2026-03-15,RTU-04,3,99.3,72.9,55.6,17.3,105.2,382.8,18.8,0.277,0.99,12.8,92.6,0
2026-03-16,RTU-04,3,73.1,72.7,57.1,15.6,107.1,392.0,19.4,0.329,0.43,4.8,27.8,0
2026-03-17,RTU-04,3,97.1,76.0,60.1,15.9,135.3,375.1,15.5,0.264,0.54,11.7,80.8,0
2026-03-18,RTU-04,3,80.3,81.7,67.6,14.1,,391.0,18.9,0.333,0.63,7.6,46.2,0
2026-03-19,RTU-04,3,61.5,70.8,51.6,19.2,136.0,355.6,18.9,0.186,0.71,11.5,66.3,0
2026-03-20,RTU-04,3,86.6,73.4,55.1,18.4,109.2,288.7,20.6,0.37,0.3,10.7,69.9,0
2026-03-21,RTU-04,3,87.0,81.4,61.0,20.4,135.7,347.3,20.7,0.385,0.59,11.3,74.3,0
2026-03-22,RTU-04,3,79.7,74.7,56.3,18.4,142.8,353.4,20.7,0.252,0.69,8.0,49.4,0
2026-03-23,RTU-04,3,84.9,71.3,50.8,20.5,123.5,353.3,18.1,0.289,0.63,11.9,75.1,0
2026-03-24,RTU-04,3,82.7,80.9,63.1,17.9,116.5,294.7,17.0,0.364,0.75,11.3,69.6,0
2026-03-25,RTU-04,3,107.6,75.2,52.5,22.7,148.6,442.5,21.7,0.339,0.61,13.7,107.6,0
2026-03-26,RTU-04,3,84.9,71.6,54.5,17.1,113.6,372.0,15.5,0.292,0.3,9.9,61.4,0
2026-03-27,RTU-04,3,84.0,75.7,57.1,18.6,112.0,402.4,17.3,0.353,0.74,11.9,74.3,0
2026-03-28,RTU-04,3,78.3,70.8,56.0,14.8,105.4,393.0,21.5,0.309,0.56,7.5,45.9,0
2026-03-29,RTU-04,3,76.8,73.9,57.0,16.9,132.6,337.8,17.9,0.32,0.51,9.7,56.8,0
2026-03-30,RTU-04,3,73.9,72.3,56.2,16.2,115.2,389.5,19.7,0.338,0.77,9.0,52.2,0
2026-03-31,RTU-04,3,88.6,73.6,52.7,20.9,132.5,364.8,20.6,0.164,0.65,10.6,70.8,0
2026-04-01,RTU-04,3,66.2,67.3,45.1,22.3,135.0,295.7,24.8,0.479,0.57,10.3,62.8,0
2026-04-02,RTU-04,3,98.2,74.4,53.9,20.5,125.0,388.0,16.8,0.215,0.57,11.0,77.7,0
2026-04-03,RTU-04,3,64.2,69.4,53.8,15.6,148.3,347.9,18.3,0.237,0.53,9.1,52.2,0
2026-04-04,RTU-04,3,84.1,73.5,52.4,21.0,107.3,366.1,19.6,0.203,0.57,9.2,58.4,0
